ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month
3707,50000,2,2,1,59,2,2,0,1,-2,-1,27818,44875,17720,18893,848,3349,3016,12248,5753,4320,387,830,0
3708,120000,2,4,1,29,2,2,1,2,0,-1,51074,63341,72506,61881,21734,26587,5468,15157,17298,15489,6971,9085,0
3709,80000,1,2,2,45,0,0,-1,-1,-2,1,4955,29302,16737,21180,41512,58497,969,12310,5641,8919,12079,15590,0
3710,200000,1,1,2,26,-2,-2,-2,-2,-2,0,3509,77507,2349,39690,8941,58034,1264,28263,742,25722,3253,11014,0
3711,300000,1,4,2,48,-2,-2,-2,-2,-1,-2,5527,55540,5257,6448,37959,8939,2265,17041,2344,1794,16413,3381,0
3712,200000,2,2,1,25,0,-1,-1,-1,-1,-1,24687,32896,6948,31105,55250,31938,6258,10192,1718,8708,19400,7437,0
3713,500000,2,2,2,69,0,1,-2,0,-2,1,159810,80561,25704,62286,64414,183313,28852,11296,8298,26230,18410,51433,1
3714,200000,1,2,2,54,-1,1,-2,-2,-1,-1,5990,70377,2049,92676,7681,20820,1328,21902,972,32656,1889,5991,0
3715,300000,1,2,1,33,1,0,0,1,0,-1,17143,112259,85089,202954,7123,28238,2013,18915,24622,32212,2000,5102,0
3716,200000,1,2,1,52,3,2,2,2,0,2,125958,56790,74695,64703,16680,121717,28852,7182,20140,6594,4256,25416,0
3717,200000,2,1,1,38,-2,-2,-2,-2,0,-2,64502,38367,76774,2038,4545,22986,17702,12983,21045,812,1762,11721,0
3718,200000,1,3,2,47,3,3,4,3,1,3,155598,115230,127804,87704,53362,74286,29517,11331,10995,18550,15847,22608,1
3719,300000,2,2,1,29,0,-2,-1,-2,-2,-2,986,8218,12158,86934,69100,11123,130,3115,3855,32736,31718,6442,0
3720,80000,2,2,2,46,3,2,2,2,2,1,60091,20275,37837,43987,38326,47470,16412,4715,8451,740,6937,13492,1
3721,120000,1,3,2,26,-1,0,1,-1,-1,-1,29512,35003,15890,13598,60022,41362,9161,11811,3482,2980,18534,12263,1
3722,80000,1,1,3,28,0,1,-1,-2,0,-2,11911,42060,20495,18570,8957,2086,1797,12225,4103,8987,2975,807,0
3723,300000,2,3,1,50,0,-2,-1,-1,0,-2,62695,7711,99152,2740,1482,11840,14292,2833,33909,1009,433,5519,0
3724,80000,1,3,2,46,-1,1,-2,-2,-2,-1,14386,27586,1567,3908,2048,14378,4689,6566,562,1344,893,4319,0
3725,200000,2,3,2,35,1,3,1,2,1,1,92550,152522,85038,66885,27198,99480,15778,35196,27835,14393,5532,20664,0
3726,200000,2,1,1,24,-2,0,0,-2,-2,-1,21544,80338,61180,45364,17424,25184,8086,22466,8814,19153,8245,6914,0
3727,500000,1,2,2,42,-2,-2,-2,-2,-2,-2,81040,35570,7142,9897,117013,99552,36350,16422,1863,5099,36990,33685,0
3728,50000,2,2,1,68,-2,0,-2,-2,-1,-1,3655,6943,6385,2144,3423,0,1532,2438,1866,443,738,0,0
3729,200000,1,3,1,57,-2,1,-2,-2,-1,-1,6041,66306,55605,37625,0,35487,2079,14783,9619,15732,0,15783,0
3730,200000,1,4,1,23,-1,-1,1,-1,0,-2,11735,5560,63315,3693,32372,29943,4993,2278,18038,1159,9903,11813,0
3731,300000,2,2,1,68,0,0,-2,-1,-2,-1,28820,40623,6793,52997,3222,61651,8409,16252,2039,17182,1190,18394,0
3732,300000,2,2,1,42,-1,0,1,-2,0,-1,20435,50984,113084,30927,152928,82180,6151,22911,22472,10620,47365,16001,0
3733,120000,1,1,2,50,-2,0,-2,-2,-1,0,21413,11075,1337,10363,22879,2689,7240,4104,466,3732,9285,1041,0
3734,120000,2,2,2,21,1,2,-1,0,0,1,27192,56294,14597,3873,52714,8961,6746,7005,3179,1275,20886,2569,1
3735,50000,1,3,1,36,0,0,-1,-2,-2,-1,22875,24750,6211,6333,0,13373,7111,5032,1745,2179,0,5757,1
3736,500000,2,3,2,61,0,-2,-1,0,0,-2,36375,162672,85091,14232,355110,38725,7438,43253,32557,4043,99827,20101,0
3737,50000,1,2,2,37,0,0,1,0,1,0,10806,9634,38405,8488,23399,1642,3962,3472,4115,2949,3107,375,1
3738,200000,2,3,1,29,0,2,1,1,2,2,78891,162029,131582,62097,137063,115336,29964,66952,22958,16467,32036,27932,0
3739,200000,2,1,1,25,2,0,2,-1,1,2,112978,90497,96611,87931,70430,89908,45612,27983,22981,27192,19294,20473,0
3740,80000,2,2,1,68,0,-2,0,-1,0,-2,2796,0,24159,6256,38554,0,387,0,10168,2052,3962,0,0
3741,50000,1,2,2,62,-2,-2,-1,-2,-2,-2,8284,4907,869,15480,0,0,2889,1914,331,6955,0,0,0
3742,50000,2,2,2,23,-1,-1,0,-2,2,1,3679,5473,10699,5361,27515,13798,908,1973,3058,1531,9140,3129,0
3743,300000,1,3,2,68,1,1,3,1,-2,1,35817,10724,167617,254649,18113,46476,10494,3713,51564,77222,7598,10346,0
3744,80000,2,2,1,62,-1,1,-1,-1,-2,-1,16873,10508,25774,2277,0,4733,6901,2081,6268,795,0,1141,0
3745,20000,2,1,2,39,0,0,0,-1,1,0,357,11902,7996,2264,7473,2688,99,3767,2892,832,3073,1144,0
3746,200000,2,1,2,54,0,-2,-1,-1,1,1,54321,0,42470,71911,53467,6658,13684,0,15120,27834,11545,1304,0
3747,50000,1,2,1,34,0,-2,-1,-2,-2,-2,29190,17729,2009,10077,0,3875,6948,6563,781,2819,0,1766,0
3748,300000,2,2,1,33,0,-2,0,-2,0,-1,93294,59923,7986,58290,3788,5057,24387,13481,3548,22177,921,1583,0
3749,50000,2,2,1,57,3,0,-1,-1,-1,0,36180,18265,5303,14631,0,14508,7308,2362,1381,6574,0,4239,0
3750,50000,2,2,2,31,0,1,0,-1,0,-1,9896,5475,7017,7794,16345,7261,3033,736,1774,2710,2342,2898,0
3751,20000,2,1,3,39,0,1,2,-1,0,1,10945,6446,14780,2709,8910,6813,4342,2150,2964,931,2295,1479,0
3752,80000,1,3,1,39,0,1,0,2,3,-1,13832,40992,44978,18372,72977,10187,3656,15205,16704,3957,1400,2257,0
3753,80000,1,2,2,28,-2,1,0,0,-1,-2,0,41187,11822,21820,0,2703,0,6465,1950,4528,0,410,0
3754,200000,2,2,2,63,1,-1,2,-1,-1,0,45921,62403,97575,4983,11303,16928,7879,23721,29126,1138,2580,4533,0
3755,80000,1,2,2,55,0,1,1,-1,1,0,1392,49270,52455,29336,9042,12910,245,4046,3381,8112,2522,2315,0
3756,50000,2,1,2,64,-2,-2,-1,-1,-2,-2,9874,2228,219,7858,1412,12098,4232,669,76,3044,335,5074,0
3757,50000,1,1,2,47,1,2,0,-2,-1,0,19290,23056,18653,10077,21151,9708,5332,5523,3646,5336,7721,2186,1
3758,50000,2,1,1,29,1,-1,-1,-2,0,0,18800,3983,1871,1734,25302,5918,3793,1522,542,495,12831,1113,0
3759,300000,2,2,1,35,-2,-2,1,0,-1,-2,42249,46392,221849,33575,31109,10895,11637,13726,46148,2671,7481,4464,0
3760,50000,2,1,2,39,2,0,-2,-1,0,-1,18050,9365,1773,12096,20790,6908,3088,2543,651,3299,6690,1617,0
3761,500000,2,2,2,69,1,-2,-1,-1,-2,-2,105264,9942,11516,127462,9415,9026,27541,3424,3764,67415,4268,3020,0
3762,50000,1,4,1,33,-2,1,-2,-2,-2,0,8112,19240,14710,7771,5225,23298,2935,2659,6734,3938,1865,8774,0
3763,20000,1,2,2,56,0,-1,-1,-1,-1,0,3562,604,116,3729,7442,12144,582,241,24,944,1510,2314,0
3764,50000,2,2,1,27,1,4,3,2,1,0,20833,33475,25578,15951,7989,24438,2974,5203,4580,2642,2231,7625,1
3765,20000,2,2,1,69,-1,-1,-2,-2,-2,-2,8798,3530,4264,2978,1974,4714,2863,886,1565,1076,580,1693,0
3766,200000,2,2,2,53,-1,-1,-1,1,0,-1,63436,20538,51480,39232,88266,1298,22921,6363,14648,11786,25054,369,0
3767,80000,2,1,1,42,-1,-2,-2,-1,-1,-1,2451,18568,0,4194,7193,1112,616,8131,0,1454,2060,501,0
3768,50000,1,3,1,38,0,1,1,-1,-1,-1,9354,0,6090,4,13996,22542,1552,0,1362,1,4196,5810,0
3769,120000,2,2,1,39,1,-1,0,-2,-2,-2,49228,23392,47948,1735,5375,5625,12175,5217,19327,707,737,1325,0
3770,120000,2,2,2,32,-1,-1,-1,-2,-2,-1,4400,26001,29977,2539,16499,32330,608,5888,11282,1252,3845,9227,0
3771,300000,1,3,1,51,0,0,-1,1,-1,1,84326,75070,7969,154965,78501,89208,20977,35443,2852,41676,31112,27460,0
3772,500000,1,1,1,65,-1,-2,-1,-1,-2,-2,71392,129591,63463,5610,104985,71802,25878,54571,31329,2295,24022,17170,0
3773,120000,2,2,1,33,-2,-2,-2,-2,-2,-2,1800,9410,21244,2397,2976,6293,594,2557,7118,771,1097,2540,0
3774,200000,2,1,1,59,-1,2,0,1,1,1,11556,91421,53700,61684,24283,19646,2190,20021,18314,14844,4963,6036,0
3775,200000,1,2,1,49,1,-1,2,1,2,1,60854,35029,82619,66196,89947,68525,22240,11744,12815,17576,21465,13588,0
3776,80000,2,3,1,60,-2,0,0,1,-2,-2,12644,18908,10392,39672,0,2047,4431,5381,2863,10461,0,797,1
3777,200000,1,1,1,60,-2,-1,0,2,-2,0,6441,1694,64670,42355,72070,81447,2361,456,16383,4275,21174,29728,0
3778,20000,2,4,2,22,-1,0,2,1,3,0,0,14974,7814,13992,6681,7213,0,2521,1680,1727,1736,2401,1
3779,200000,2,2,1,22,0,1,-1,2,0,1,35618,44368,23754,81935,56704,64566,9455,8293,8889,21994,22364,23226,0
3780,500000,2,2,1,67,2,0,1,1,0,2,286350,59029,190685,313057,196941,242207,53822,14102,46135,146147,57963,46086,0
3781,20000,2,1,2,28,-2,2,1,0,0,1,1272,4082,11626,9716,9932,4501,570,1127,3153,3592,1911,1009,0
3782,200000,2,2,1,50,1,0,2,-1,0,0,77576,50025,17931,6455,0,55933,13927,14689,2834,2525,0,7045,1
3783,300000,2,2,1,59,0,2,1,1,0,-1,115850,154474,76650,74835,15087,3995,40915,39314,11683,20923,3032,553,0
3784,50000,2,1,3,46,-2,-1,-1,-1,-2,0,8355,16987,6291,0,5245,14055,2168,3820,1885,0,2061,3441,1
3785,80000,2,2,2,21,1,1,1,0,1,1,31940,24228,33836,7570,21822,14493,5963,5449,6219,1954,7068,2449,0
3786,300000,2,1,2,21,-1,-2,-1,-2,-2,-2,7908,25194,145184,9662,64888,7308,2675,10941,57373,3476,17800,2942,0
3787,500000,2,4,2,55,-1,-2,-2,-2,-2,-2,67604,106815,43341,10867,189096,72511,29020,26492,16137,3801,95492,19978,0
3788,20000,1,2,3,66,1,1,1,-1,1,0,9523,10475,6547,3933,7646,10633,2445,3983,1434,983,1776,2180,0
3789,50000,2,2,1,38,0,0,-2,-1,2,1,20311,12017,11151,2405,12160,14384,3412,3473,4038,1042,4166,4133,1
3790,120000,1,3,1,48,0,-1,-2,-1,-1,0,17564,6750,27852,3116,41535,33488,5917,2475,9681,1062,6500,5300,0
3791,50000,2,2,2,68,2,0,0,-1,-2,0,23919,25503,16416,0,8867,20654,3503,3254,3015,0,2723,6532,1
3792,50000,1,3,1,63,-1,1,0,0,-1,-1,7443,30674,0,12947,293,20011,2721,9287,0,3635,47,6681,1
3793,20000,1,3,2,48,2,0,1,0,-2,-2,8137,0,10198,2104,0,114,1895,0,2364,447,0,47,0
3794,20000,1,1,1,54,-2,-1,-2,-2,-2,-2,2173,3366,2047,3334,0,9765,499,1080,843,1413,0,3260,0
3795,120000,2,2,1,70,-1,-1,-2,1,0,0,18142,37007,7738,38017,90121,57943,6237,8114,1725,11837,25783,28299,0
3796,120000,2,2,2,61,2,0,1,0,1,0,43466,42328,16915,36952,71311,50359,4834,15254,3553,8934,22411,7132,0
3797,120000,1,1,2,42,0,1,1,-2,-1,0,9322,40118,51570,2477,13539,4704,3618,6442,17142,752,1953,1467,0
3798,200000,1,2,2,56,0,-2,1,0,0,-1,59713,682,3688,39171,48587,18861,9207,264,799,7306,9923,7676,0
3799,80000,2,1,1,37,-1,-2,-2,0,-2,-2,3333,22616,0,4958,6514,1765,1007,8572,0,1554,2819,697,0
3800,50000,2,3,1,67,-2,-2,0,-1,-2,-2,12918,7530,1755,30681,2342,9889,3543,2799,552,10530,1091,4506,0
3801,20000,1,2,2,25,1,2,2,1,1,0,15472,8633,10242,8429,4319,4239,5536,1689,2801,2342,999,725,0
3802,50000,2,2,1,32,-1,-1,0,0,-1,-2,721,10486,7900,13592,3973,6799,137,3765,2050,2486,1274,2815,0
3803,50000,2,2,2,38,1,-2,1,2,0,-1,19782,0,23334,26026,9200,4421,8534,0,3006,4322,2153,1334,0
3804,50000,1,4,2,31,-1,-2,-2,-1,-2,-2,16682,0,46,7108,0,0,4772,0,15,2606,0,0,0
3805,20000,2,2,1,51,-1,-2,0,-2,0,-2,2386,0,10093,4387,9267,0,643,0,3234,1773,2371,0,0
3806,20000,1,3,1,57,2,-1,-1,0,-2,-1,7217,6643,10492,5947,1899,2761,1961,3183,4252,1551,683,920,1
3807,120000,2,3,2,66,0,-1,0,0,-1,-2,24928,18893,32564,60947,2107,47528,6911,5909,6845,12379,807,16928,0
3808,120000,2,1,1,46,0,0,-1,-2,0,-2,43810,30459,42492,3078,45013,8642,9287,5290,12269,1105,16292,2702,0
3809,300000,2,1,1,52,2,0,0,2,0,2,119666,111465,114776,187412,6812,102997,17815,28768,28647,54370,2288,25410,0
3810,200000,2,1,3,51,1,2,0,0,0,2,102734,62333,63548,74012,48162,156490,21083,16274,26200,21657,20817,34151,0
3811,120000,1,2,1,21,0,-1,0,1,-1,-1,28547,18228,1546,39412,18627,22592,6410,5226,416,8527,6609,8765,0
3812,20000,2,2,2,57,0,0,-1,0,1,0,3364,0,0,4528,11495,12129,1159,0,0,1113,4572,4179,0
3813,120000,2,2,1,22,-2,-2,0,-2,0,-2,21091,3596,14563,1829,45460,6303,7526,1331,4310,524,18113,2629,1
3814,20000,2,4,1,48,-2,-2,-1,-1,-1,-2,5315,350,2326,3213,0,1504,2057,116,319,577,0,544,0
3815,80000,2,1,2,71,4,0,-2,3,3,0,25904,20288,4896,58630,35744,22677,2758,4661,1825,11004,9227,4419,0
3816,80000,1,3,1,61,1,-2,1,-2,-2,-2,3101,3207,26936,15811,14063,17199,919,1193,6297,4481,4296,6831,0
3817,80000,1,2,2,46,0,0,-1,-1,1,-2,21554,24166,22143,4074,7110,6614,4838,8505,5103,1754,1448,2991,1
3818,50000,1,2,1,37,1,-1,-2,0,-1,0,13597,345,0,9184,24586,1580,2329,97,0,2849,6867,477,0
3819,120000,2,1,2,63,-2,-2,-2,-2,-2,-2,4144,22827,11250,5909,0,25751,1281,9474,5276,2453,0,14288,0
3820,300000,1,2,2,64,-2,-2,-1,-2,-2,-2,4172,99820,6381,83762,93512,3825,1935,35803,2167,29350,30857,1124,0
3821,200000,2,3,2,39,0,1,-2,-2,-2,-1,153423,35398,4253,7578,41117,42067,35889,5827,1541,2754,17559,7305,0
3822,120000,1,2,2,26,-2,-1,-2,-1,-1,-2,0,30626,37105,20748,11426,23554,0,4903,17500,7641,3132,6303,0
3823,80000,2,2,1,50,1,1,0,0,-2,1,43995,21892,36095,20049,8367,14839,11547,5765,13360,4433,1944,4483,0
3824,20000,1,2,1,53,0,0,0,1,3,2,2062,12197,11891,7221,12328,5050,555,3359,3048,1729,0,1227,0
3825,200000,2,2,2,68,-1,-2,-1,-2,-1,-1,2504,9076,5156,78219,9644,58247,570,2658,1681,35606,3950,17682,0
3826,120000,1,2,2,66,0,-1,-1,-1,-1,-2,13973,38340,3603,43338,33430,15148,2591,10259,1322,16956,9788,5690,0
3827,50000,1,2,2,32,2,-2,-2,0,-1,-1,9423,0,0,12339,9828,4984,2543,0,0,1959,2464,986,0
3828,50000,1,3,2,33,1,-1,-2,-2,-1,-2,5402,5192,942,5167,9625,2022,809,1746,521,1133,1992,803,0
3829,300000,2,2,1,71,0,0,-1,0,-1,1,36594,62568,60532,54939,7042,75896,12835,12245,23114,10921,2940,21349,0
3830,120000,2,1,1,37,0,0,0,-1,-1,0,5643,10104,22167,16438,2520,5943,1369,2607,5417,3246,438,1453,0
3831,80000,2,3,1,44,-2,-2,-2,-1,-2,-2,0,10358,25152,5797,0,31351,0,3230,18029,1996,0,10213,0
3832,120000,2,2,1,36,2,-1,-2,0,1,-2,59199,1071,2912,9461,35572,14060,15495,208,906,2791,11719,3436,1
3833,80000,2,3,1,41,-2,-1,-1,1,1,0,0,13761,25725,30391,15135,13628,0,5006,10267,7348,2340,5477,0
3834,80000,2,2,1,49,0,0,0,0,-2,1,28576,13270,21940,16301,35255,42078,9332,3533,5310,5036,9961,11750,1
3835,50000,2,1,2,35,0,3,1,3,2,3,8546,27589,13601,12222,24015,30920,2074,10088,2839,2520,3916,3096,0
3836,80000,1,2,2,42,-2,-2,-1,-1,-2,-2,137,12275,110,0,0,22588,44,3449,38,0,0,9308,0
3837,120000,1,1,1,38,-2,-1,-1,-1,-2,-2,7566,12112,2675,19087,17988,9044,2372,5547,873,7177,6666,3732,0
3838,20000,2,3,2,26,-2,2,3,-1,-1,0,0,0,3848,3521,6480,9547,0,0,692,1426,2604,2545,1
3839,200000,2,3,2,61,-2,-2,-2,-2,-2,-2,82070,2360,54128,30722,28928,2678,30566,736,20023,12252,11403,930,0
3840,50000,1,2,1,66,-1,-1,1,-2,-1,-2,13622,6796,14278,11627,13532,1755,4067,1604,4578,3067,5082,596,0
3841,120000,2,2,2,46,1,1,1,-1,0,1,37793,41712,1251,4512,37880,49481,7855,5771,433,1897,9189,14164,0
3842,120000,1,2,2,31,-1,2,0,-2,2,-1,12770,36932,38918,665,96291,6428,3295,5855,21243,311,27979,2788,0
3843,120000,2,2,2,53,-1,1,0,-1,-1,-1,50794,73805,51103,7432,34552,8515,16600,13718,19155,2308,17746,2127,0
3844,120000,2,1,2,48,0,0,1,-1,-1,-1,22063,54015,54575,55278,44977,17634,8415,13306,12357,14029,14600,6314,0
3845,500000,1,3,1,49,-1,-2,-2,-1,0,-2,10123,15499,10684,55963,43814,11467,3285,4515,3195,16125,14511,3241,0
3846,80000,1,2,2,51,1,-2,0,0,1,-2,18973,0,26085,0,7239,6906,2591,0,9207,0,1718,2105,1
3847,200000,2,2,1,57,1,0,0,-2,-1,0,143130,67017,13733,6992,66555,62181,34786,12945,3595,3569,25681,19323,0
3848,200000,2,1,1,23,-2,-2,-2,-2,-2,-2,5078,18570,18405,3113,47815,30770,1972,5390,5321,814,16061,13284,0
3849,50000,2,4,2,26,1,1,4,0,1,-1,23753,11917,40609,16729,8353,18545,7168,2672,1598,6153,623,7469,1
3850,50000,2,3,1,25,0,0,-2,-1,-1,-1,10915,28022,752,23,15249,10752,3506,5990,251,10,6171,2977,0
3851,80000,1,2,1,28,-1,-1,1,-2,0,-2,9460,0,22302,335,1911,4381,3081,0,2784,154,575,2329,1
3852,50000,1,1,2,70,0,-1,1,2,-1,-1,7570,9679,12065,10280,4612,9199,3761,2328,3587,2377,1692,2592,0
3853,80000,2,3,1,58,-2,0,-1,-1,-1,-2,21011,19364,259,1281,9277,1569,5352,4909,56,354,2932,371,0
3854,80000,2,2,2,54,0,0,1,1,0,-1,16790,19551,41514,26822,35903,1789,6702,4840,13062,1878,12260,682,0
3855,120000,1,3,1,56,2,2,1,-1,2,3,30445,43686,32169,18619,44825,71281,7741,7788,11392,6205,6206,8038,0
3856,50000,1,3,1,22,-1,-1,-2,-1,-1,-2,17859,11233,0,20366,0,3920,8902,5445,0,6275,0,1260,0
3857,200000,1,3,2,31,-1,-1,-1,-1,-1,-1,20787,0,48168,0,23530,6981,4138,0,7563,0,7462,3230,0
3858,80000,1,1,2,61,0,0,1,-2,0,-2,23680,21856,10354,11871,11177,0,9541,6955,4059,4017,1717,0,0
3859,200000,2,2,2,44,-1,-2,-2,-2,-1,-2,12817,5460,958,2619,52558,7181,5716,2024,338,1031,11690,2561,0
3860,20000,2,4,3,46,-2,-2,-2,-2,-2,-2,3071,6052,3592,0,0,447,1036,2996,1501,0,0,251,0
3861,80000,1,2,1,59,0,-2,-1,-1,-2,1,29830,4752,40070,1742,4087,41466,6323,1583,8579,666,1546,4784,1
3862,20000,2,3,1,24,0,0,-2,0,-2,0,13788,9480,0,427,2054,15169,6202,2403,0,114,892,3552,0
3863,120000,1,2,2,61,0,-1,-1,-2,-2,-2,3683,37586,31216,5771,35123,23047,788,11516,4390,2176,13227,7780,0
3864,50000,1,4,2,55,-2,0,0,-2,-1,-2,1778,12188,37108,7550,10541,2225,771,3250,5930,2062,4167,608,1
3865,500000,1,2,3,41,-2,-1,-1,-1,-1,-2,14079,137560,11005,38506,86727,11553,6611,46249,4685,12859,36414,4118,0
3866,50000,1,1,2,46,-2,1,-2,-2,-2,-1,0,8683,1862,17630,1061,0,0,2146,485,8814,281,0,0
3867,120000,1,2,2,24,2,0,0,1,2,1,9826,40290,17032,63982,71509,57426,1931,4236,6001,21676,4207,15304,1
3868,50000,2,1,1,31,2,2,-1,-1,0,-1,23096,25198,9733,15738,13419,8454,8111,5734,3551,3497,2537,2920,0
3869,120000,2,2,1,33,1,0,0,-1,1,1,25433,51618,32356,71468,39916,63416,5605,16247,11057,21888,11656,25110,0
3870,80000,2,3,2,65,-2,-1,-2,-2,0,-2,4780,19627,19664,2145,5331,2467,1459,6844,8864,842,1532,758,0
3871,80000,2,1,2,26,1,0,0,-1,-2,-2,44263,26229,24748,18361,0,205,1287,5875,4822,7523,0,78,0
3872,50000,1,3,2,35,0,0,0,-1,-1,-1,12014,22099,28966,9155,20649,0,4441,3661,12246,2637,7038,0,0
3873,20000,1,1,3,27,0,-2,1,0,-1,-2,2208,4293,8602,3419,471,11578,552,1882,2030,1273,168,3742,1
3874,20000,1,2,1,35,-1,-1,0,0,-1,0,73,1120,2170,3650,2036,7773,27,319,743,773,555,3021,0
3875,500000,1,3,1,21,-2,-2,-1,1,-2,-2,10618,4195,166281,256405,104426,10304,3591,1306,77068,60269,41768,1692,0
3876,80000,1,2,2,34,-1,0,-1,0,-1,-2,30698,20881,3483,11460,4197,4509,12949,4796,1136,4457,1314,1663,0
3877,20000,2,3,2,57,1,-1,1,-1,-2,-2,4555,529,5641,823,6721,2747,1617,186,2544,239,1726,1240,0
3878,500000,2,4,2,60,1,1,2,1,1,-2,293271,158173,283226,136592,87620,122524,48496,49953,14125,21810,4882,46626,1
3879,20000,2,2,2,40,-1,-1,0,1,1,1,0,1753,11266,2123,15747,9313,0,605,4840,584,2357,2682,0
3880,80000,2,3,3,57,1,0,-1,0,0,-1,33900,38144,9122,18211,2719,4198,9881,11724,2553,5026,729,1454,0
3881,200000,2,1,1,52,-2,-2,0,-2,-2,-2,47072,31905,74482,11536,0,4953,21774,10162,13741,2540,0,1503,0
3882,300000,2,2,1,67,-2,-1,-2,-2,-1,-2,38106,74515,5719,25740,27904,4570,13681,20689,3310,10601,7259,1804,0
3883,200000,2,2,1,62,0,0,0,0,0,1,106592,51250,37222,95517,8293,35811,31672,12658,6663,28761,2206,7354,1
3884,80000,1,3,2,32,0,0,1,1,1,1,26505,0,38204,45839,65586,19597,8160,0,6390,5878,19196,6845,0
3885,500000,2,2,2,51,-1,-2,-2,-2,-1,-2,67452,13928,16081,11033,27241,8973,16521,4235,6961,4705,7023,2527,0
3886,20000,2,2,2,61,0,-1,0,0,1,0,1556,6008,1511,10928,0,0,379,2149,537,3259,0,0,0
3887,500000,1,3,2,36,-2,-2,-2,-1,-2,0,55813,61169,96973,83426,13466,106360,18707,24356,32296,35651,4443,34073,0
3888,300000,2,1,1,50,-2,-2,-2,-2,-2,-1,42453,16832,21662,5466,1523,43301,18257,6759,5445,2051,602,12175,1
3889,300000,2,3,2,41,-2,-1,1,0,-1,-2,70817,51415,30240,70831,59728,70943,34954,14425,6759,17962,22471,21953,0
3890,50000,2,1,1,36,-1,1,-2,1,2,-2,0,21096,7779,27256,13508,23935,0,3691,2531,6783,3684,6659,0
3891,20000,1,2,2,31,2,1,0,1,0,-2,8923,4035,5805,12356,9469,2699,2388,988,1093,3004,3540,805,0
3892,120000,2,2,1,22,1,-1,1,1,0,1,6597,6287,41982,47054,61423,72679,1731,1735,8480,12537,10839,12946,0
3893,80000,1,2,2,59,-2,-1,-1,-2,-2,-1,0,4593,14946,17931,666,3758,0,1215,6244,6531,175,1084,0
3894,80000,1,2,2,62,1,0,-1,-1,0,0,35820,27837,33478,27329,64079,42852,6025,7164,12347,6557,19094,15453,0
3895,300000,1,3,2,54,-1,0,-1,-2,-2,0,109768,975,761,46672,11186,68355,36584,318,288,16238,3416,20897,0
3896,120000,1,3,2,33,-1,-1,-1,0,-1,-2,48013,17672,35184,28797,3347,11958,12877,4349,9784,10257,1093,3169,0
3897,50000,1,1,3,21,1,-1,-1,-2,-2,-2,20182,0,1476,19,5897,6947,5546,0,352,7,2342,2862,0
3898,80000,2,1,2,53,2,1,-1,1,0,-2,68227,37311,0,20304,17062,0,8857,10666,0,2626,5481,0,1
3899,20000,2,1,1,31,-1,-2,0,-1,0,-1,0,2405,0,836,8481,1848,0,751,0,342,1128,740,1
3900,50000,2,2,1,48,0,-1,-1,-2,-2,-2,17851,12297,18095,4603,2898,0,6533,4570,3938,1420,814,0,0
3901,20000,1,1,1,70,-2,0,0,0,-1,1,2219,4594,4816,17710,7232,1759,811,958,1480,1930,2434,435,0
3902,200000,2,2,1,21,-1,1,-1,-1,-2,-1,5256,37005,29362,28050,764,129847,1727,9519,9208,11637,197,51364,0
3903,200000,2,3,1,50,-2,-2,-2,-2,-2,-2,2199,28299,7652,3108,808,1193,680,10878,2264,690,355,525,0
3904,80000,2,3,2,71,2,1,1,0,1,1,26487,28846,27612,35623,9618,19259,7169,8564,4370,7658,2883,417,1
3905,80000,2,3,2,38,2,1,0,-1,2,-1,44339,3714,16574,5172,8179,16975,8663,866,3133,1270,2308,4758,0
3906,120000,1,1,1,62,-2,-1,1,-2,-1,-1,4731,26669,62379,10282,47784,5516,1950,6092,17175,2586,17169,1712,0
3907,200000,1,2,2,63,0,-2,0,-1,-1,-1,66472,8747,57961,2488,7226,0,16200,3051,12188,397,1971,0,0
3908,300000,2,1,2,45,-2,-1,-2,-2,-2,-2,106599,30753,7060,5086,18071,8576,28249,12684,3262,1753,6552,3162,0
3909,120000,1,2,1,36,-1,0,-2,-1,-2,-2,32782,74133,1290,42972,7522,16748,8420,16748,548,15861,4153,5441,0
3910,200000,1,2,2,55,-2,-2,-2,-1,-2,-2,2750,6276,48857,19492,6945,5494,1055,1840,17908,8620,2517,1984,0
3911,80000,1,3,3,52,2,-1,1,-1,-2,2,0,4872,37372,24849,8853,32238,0,1439,9455,8777,2463,3891,1
3912,80000,2,2,3,45,-1,0,0,0,-2,-2,2006,13790,13308,20827,7270,0,922,4482,5354,5462,2388,0,0
3913,300000,2,1,2,30,0,0,-1,1,-2,0,146174,16882,100392,99368,6418,79762,25015,3241,43129,26748,2548,29462,0
3914,80000,2,2,1,58,0,1,0,-2,1,2,10399,29352,47690,3785,46307,64969,2787,5742,18764,1720,12028,17930,0
3915,80000,2,3,1,31,0,0,-1,-2,-2,-1,25696,50261,12591,7300,4145,24188,9643,9961,5082,2177,1555,7818,0
3916,50000,1,1,3,27,-1,0,-2,0,-2,0,9671,11591,11154,18270,324,9620,3267,4508,3666,4551,96,1885,0
